"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1372366560547901440""",https://twitter.com/Sunny91082443/status/1372366560547901440,"18-Mar-2021 01:57:40","""Testers prefer to select this one!
Everyone who likes baking should have it !
🥰🥰
If you are interested in it, DM to me(US only) to get free
Just wanna your valuable review 
🍕🥧🧋
#baking #pizza #Peel #cutter #food https://t.co/xvsMQy28TZ""",Tweet,"""Twitter Web App""",0,0,"Provide for USA(only)",English,"""1338499813621420037""","Amazon Seller",Sunny91082443,"""We are looking for good testers (currently who is living in US) to review our products on Amz for free. If you want to get the good products for free, plz DM me""",Non-Verified,https://twitter.com/Sunny91082443,56,356,"14-Dec-2020 15:03:43"
"""1372365874770845697""",https://twitter.com/MahendraSpeak/status/1372365874770845697,"18-Mar-2021 01:54:56","""RT @Taj_Santacruz: Seasoned with love and baked with perfection.

Order in your comfort food at your doorstep 

To order, please call (022)…""",ReTweet,"""Twitter for Android""",1,0,"Mumbai, India",English,"""1112627499199090688""","Mahendra Marathe",MahendraSpeak,"""संघर्ष ❤ दैवत 🙏छत्रपती शिवाजी महाराज 🙏
खान्देशपुत्र ❤ महाराष्ट्र ❤मराठी ❤""",Non-Verified,https://twitter.com/MahendraSpeak,757,1352,"01-Apr-2019 08:07:22"
"""1372365438521253890""",https://twitter.com/LyaeraAsunaya/status/1372365438521253890,"18-Mar-2021 01:53:12","""Pizza #pizza 

I don’t even know what a pizza is anymore. Thank you for making my cooking streams so much fun 😭💗 https://t.co/ugqPfKKeTL""",Tweet,"""Twitter for iPhone""",0,5,,English,"""1359304619839549442""",Lyaera,LyaeraAsunaya,"""Twitch Streamer & Registered Nurse! // business inquiries: lyaeraasunaya@gmail.com""",Non-Verified,https://twitter.com/LyaeraAsunaya,288,72,"10-Feb-2021 00:54:17"
"""1372365281985716228""",https://twitter.com/blogchef3/status/1372365281985716228,"18-Mar-2021 01:52:35","""RT @NGOTTBlog: Pizza Waffles are a fun and unique way to eat pizza! Use your waffle maker to create an easy, no-fuss dinner with all your f…""",ReTweet,"""""",1,0,"Swiss Deli,London",English,"""1289140079164702722""",BlogChef,blogchef3,"""A great to place to find all delicious recipes at https://t.co/hCWnRoL9NH""",Non-Verified,https://twitter.com/blogchef3,279,155,"31-Jul-2020 10:05:47"
"""1372364250216300544""",https://twitter.com/riplenita/status/1372364250216300544,"18-Mar-2021 01:48:29","""Esta noche hice pizza casera de choclo con cebolla, de salame,  y de jamón. Y el queso nunca pude faltar  , el gran protagonista de la noche.
.
 #pizza #casera #homemade #cocinerosargentinos #cocina #cocinabestial #pizzapickuplines https://t.co/CY3LC41k1J""",Tweet,"""Twitter for Android""",0,1,,Spanish,"""1290095358773690368""",lenitapiesbonitos,riplenita,"""Insta: ilenasoain /
Ya tengo  only fans ( lenitacutefeets)/
venta de contenido xxx/
sumisa en busca de experiencias nuevas 💜""",Non-Verified,https://twitter.com/riplenita,299,83,"03-Aug-2020 01:21:40"
"""1372363947026784256""",https://twitter.com/ChristinaCucina/status/1372363947026784256,"18-Mar-2021 01:47:16","""Why not make your pizza sauce like the Italians do? You'll never go back to those thick, cement-like, dark red paste people call ""pizza sauce!"" So fresh and delicious with canned or fresh tomatoes, whichever you choose. #pizza #recipes https://t.co/jkpXsBN02G via @christinacucina""",Tweet,"""Twitter Web App""",0,1,"Los Angeles",English,"""843007556""","Christina's Cucina",ChristinaCucina,"""Christina Conte, Scottish-Italian food & travel writer in LA. See my pics/story on INSTAGRAM = @ christinascucina""",Non-Verified,https://twitter.com/ChristinaCucina,7572,5502,"24-Sep-2012 05:33:45"
"""1372363912377667584""",https://twitter.com/THIRDSTONE56/status/1372363912377667584,"18-Mar-2021 01:47:08","""https://t.co/1OAgxzPo93 How to make a shrimp pizza without using raw shrimp #shrimp #pizza""",Tweet,"""Dynamic Tweets""",0,0,"On an island in Maine",English,"""94760497""","THIRD STONE",THIRDSTONE56,"""guitar instructor with an easy to learn approach to guitar.""",Non-Verified,https://twitter.com/THIRDSTONE56,2277,2358,"05-Dec-2009 09:18:54"
"""1372363210427297795""",https://twitter.com/ScottySandag/status/1372363210427297795,"18-Mar-2021 01:44:21","""Three flavor pizza 🍕😋 #pizza https://t.co/1omwv7gExb""",Tweet,"""Twitter for iPhone""",0,0,"Bacolod City, Western Visayas",English,"""1372139812413566976""",ScottySandag,ScottySandag,"""Just an ordinary human being""",Non-Verified,https://twitter.com/ScottySandag,0,14,"17-Mar-2021 10:56:48"
"""1372362484095520771""",https://twitter.com/LiveInSavannah1/status/1372362484095520771,"18-Mar-2021 01:41:28","""My new favorite pizza place! If you are looking for a new pizza spot, Papa's Pizza to Go should be on your list!
#richmondhill #liveinsavannahgeorgia #pizza #hawaiianpizza #breadsticks https://t.co/1I1phdeJxA""",Tweet,"""Twitter for Android""",0,0,"Pooler, GA",English,"""1311116794397065216""",LiveInSavannahGeorgia,LiveInSavannah1,"""Realtor with Realty One Group Inclusion, foodie, lover of lattes and music, serving Pooler / Savannah, GA area.""",Non-Verified,https://twitter.com/LiveInSavannah1,7,34,"30-Sep-2020 01:33:14"
"""1372362361529581570""",https://twitter.com/Spartus25/status/1372362361529581570,"18-Mar-2021 01:40:58","""Is there a rehab clinic for boba addiction? If so, I think we may need to enroll Matt. #kfc #raidcollegeboard #idk #pizza https://t.co/J3AiDby9U1""",Tweet,"""Twitter Web App""",0,2,"East Lansing",English,"""1365391861867757576""",Spartus,Spartus25,"""I run the Michigan State University Class of 2025 Discord.
@MichiganStateU""",Non-Verified,https://twitter.com/Spartus25,2,2,"26-Feb-2021 20:02:47"
"""1372362032629084160""",https://twitter.com/tqsjab/status/1372362032629084160,"18-Mar-2021 01:39:40","""Noche perfecta= #cubs+ #pizza+ #birra
👌🏻🌃= 🐻⚾️+🍕+🍺""",Tweet,"""Twitter for Android""",0,0,"Costa Rica",Spanish,"""34829609""","Julio Alvarado",tqsjab,"""Vida, Libertad y Propiedad""",Non-Verified,https://twitter.com/tqsjab,602,608,"24-Apr-2009 03:14:48"
"""1372361507887976449""",https://twitter.com/9P1bD6c1SoObbo1/status/1372361507887976449,"18-Mar-2021 01:37:35","""おはようございます😊ピザラスタです🍕本日もよろしくお願いします😊

🍅マルゲリータ🍅&amp;🥔じゃがバター🥔ピザ🍕

こだわりの北海道産バター🧈とオリジナルフレッシュトマトソース🍅の味わいを1枚に✨今しか食べれない1枚です🤗

お電話お待ちしております😊

#ピザラスタ
#伊予市
#デリバリー
#PIZZA https://t.co/aumSY738Q9""",Tweet,"""Twitter for iPhone""",0,1,伊予市米湊,Japanese,"""1338013583989325831""",ピザラスタ,9P1bD6c1SoObbo1,"""【伊予市&松前町エリア】のピザ宅配専門店『ピザ・ラスタ』です(^-^) この度2020年8月20日にお店をオープンしました！ 素材＆旨味にこだわった★アツアツの焼き立てピザを配達させて頂きますm(_ _)m     リンクのホームページ内の『メニューをみる』から友達追加で毎週お得なクーポン配信中です^^""",Non-Verified,https://twitter.com/9P1bD6c1SoObbo1,24,47,"13-Dec-2020 06:55:59"
"""1372361477349253120""",https://twitter.com/5stocksinto/status/1372361477349253120,"18-Mar-2021 01:37:28","""RT @5stocksinto: 5 Indonesian Stocks Into Restaurants https://t.co/gC1BIWGGkt #Indonesian #Hospitality #Stocks #Investment #Restaurants #Fa…""",ReTweet,"""Twitter Web App""",26,0,WorldWide,English,"""760674570458140673""","Andrew Duff",5stocksinto,"""https://t.co/2DGAgeKzSQ - #Author - Addicted to #BigData #IoT #AI #China #manufacturing #Stocks #Vietnam #Economics #startup #webdev #mobileapps #technology #automation""",Non-Verified,https://twitter.com/5stocksinto,1284,1921,"03-Aug-2016 03:12:05"
"""1372360503733854211""",https://twitter.com/__________Pizza/status/1372360503733854211,"18-Mar-2021 01:33:35","""ピザ美味 https://t.co/3SoRbgB5SD #pizza""",Tweet,"""twittbot.net""",0,0,"Republic of Pizza",Japanese,"""135117508""",Pizza,__________Pizza,"""I love Pizza""",Non-Verified,https://twitter.com/__________Pizza,159,210,"20-Apr-2010 11:28:57"
"""1372359181148229632""",https://twitter.com/StuartGreen2018/status/1372359181148229632,"18-Mar-2021 01:28:20","""I have a petition that asks #PizzaHut to bring back their original Pan #Pizza recipe after changing its dough/crust, sauce and cheese in 2019.  409 signatures have been collected so far.  Would anyone like to sign and Retweet this petition, please?  🍕
https://t.co/1jKUAPeUOd""",Tweet,"""Twitter Web App""",0,0,"Austin, Texas",English,"""138899772""","Stuart #UndoOneMoreDay Green",StuartGreen2018,"""I love #Marvel, #DC, #MMPR, @CocaCola, #Gotham, @spidermanTAS, 🥓@PizzaHut & the Spider-Marriage. I make lots of petitions, hope to make even more friends. #FBR""",Non-Verified,https://twitter.com/StuartGreen2018,2260,3951,"30-Apr-2010 23:40:58"
"""1372356485540409352""",https://twitter.com/AhmedGentleman/status/1372356485540409352,"18-Mar-2021 01:17:37","""the  kfc original fried chicken recipe : https://t.co/dLCNYtTcJP #yummy #food #recipes #recipe #cake #pizza""",Tweet,"""Dynamic Tweets""",0,0,,English,"""421865717""",ahmed,AhmedGentleman,"""""",Non-Verified,https://twitter.com/AhmedGentleman,60,5,"26-Nov-2011 13:52:34"
"""1372356481086013445""",https://twitter.com/AhmedGentleman/status/1372356481086013445,"18-Mar-2021 01:17:36","""the kfc original  fried chicken recipe : https://t.co/dLCNYtTcJP #yummy #food #recipes #recipe #cake #pizza""",Tweet,"""Dynamic Tweets""",0,0,,English,"""421865717""",ahmed,AhmedGentleman,"""""",Non-Verified,https://twitter.com/AhmedGentleman,60,5,"26-Nov-2011 13:52:34"
"""1372356476694630406""",https://twitter.com/AhmedGentleman/status/1372356476694630406,"18-Mar-2021 01:17:35","""the kfc original fried chicken recipe  : https://t.co/dLCNYtTcJP #yummy #food #recipes #recipe #cake #pizza""",Tweet,"""Dynamic Tweets""",0,0,,English,"""421865717""",ahmed,AhmedGentleman,"""""",Non-Verified,https://twitter.com/AhmedGentleman,60,5,"26-Nov-2011 13:52:34"
"""1372356472311537670""",https://twitter.com/AhmedGentleman/status/1372356472311537670,"18-Mar-2021 01:17:34","""the kfc original fried chicken recipe : https://t.co/dLCNYtTcJP #yummy #food #recipes #recipe #cake  #pizza""",Tweet,"""Dynamic Tweets""",0,0,,English,"""421865717""",ahmed,AhmedGentleman,"""""",Non-Verified,https://twitter.com/AhmedGentleman,60,5,"26-Nov-2011 13:52:34"
"""1372356352828399620""",https://twitter.com/AhmedGentleman/status/1372356352828399620,"18-Mar-2021 01:17:06","""the kfc original fried chicken recipe : https://t.co/dLCNYtTcJP #yummy #food #recipes #recipe #cake #pizza""",Tweet,"""Dynamic Tweets""",0,0,,English,"""421865717""",ahmed,AhmedGentleman,"""""",Non-Verified,https://twitter.com/AhmedGentleman,60,5,"26-Nov-2011 13:52:34"
"""1372356348256559104""",https://twitter.com/AhmedGentleman/status/1372356348256559104,"18-Mar-2021 01:17:05","""the kfc  original fried chicken recipe : https://t.co/dLCNYtTcJP #yummy #food #recipes #recipe #cake #pizza""",Tweet,"""Dynamic Tweets""",0,0,,English,"""421865717""",ahmed,AhmedGentleman,"""""",Non-Verified,https://twitter.com/AhmedGentleman,60,5,"26-Nov-2011 13:52:34"
"""1372356343479345155""",https://twitter.com/AhmedGentleman/status/1372356343479345155,"18-Mar-2021 01:17:04","""the kfc original fried  chicken recipe : https://t.co/dLCNYtTcJP #yummy #food #recipes #recipe #cake #pizza""",Tweet,"""Dynamic Tweets""",0,0,,English,"""421865717""",ahmed,AhmedGentleman,"""""",Non-Verified,https://twitter.com/AhmedGentleman,60,5,"26-Nov-2011 13:52:34"
"""1372356049299251205""",https://twitter.com/RothmanSandy/status/1372356049299251205,"18-Mar-2021 01:15:53","""What will your #covid legacy be? Help @rarepizzas spread #pizza ❤️ to hungry humans.  https://t.co/Nm5c4onSCl GET INVOLVED.  🍕🏴‍☠️🌈 https://t.co/QC36btzAB5""",Tweet,"""Twitter for iPhone""",0,0,,English,"""837656060""","sandy rothman",RothmanSandy,"""Um yeah, I did think about that. Thanks though. 🍕""",Non-Verified,https://twitter.com/RothmanSandy,307,646,"21-Sep-2012 12:12:02"
"""1372355858240266241""",https://twitter.com/DesignsLancelot/status/1372355858240266241,"18-Mar-2021 01:15:08","""RT @pizzamannick: We found the gold 😮 

#Pizza #PizzaMan #PizzaManNick #PizzaAcrobatics #fyp #comedy #greenscreen #saintpatricksday #greend…""",ReTweet,"""Twitter for iPhone""",3,0,"He/Him- Commissions Open,Dm Me",English,"""1206398479389601792""","Main Character",DesignsLancelot,"""Lance, Digital Artist, Age: 21 • SFW art usually, rarely NSFW (will warn) Working on a visual novel, stay tuned!""",Non-Verified,https://twitter.com/DesignsLancelot,145,65,"16-Dec-2019 02:20:00"
"""1372355850828795904""",https://twitter.com/5stocksinto/status/1372355850828795904,"18-Mar-2021 01:15:06","""RT @5stocksinto: 5 Filipino Stocks Into Restaurants https://t.co/TxbVBLsv62 #Philippines #Hospitality #Stocks #Investment #Restarants #Fran…""",ReTweet,"""Twitter Web App""",29,0,WorldWide,English,"""760674570458140673""","Andrew Duff",5stocksinto,"""https://t.co/2DGAgeKzSQ - #Author - Addicted to #BigData #IoT #AI #China #manufacturing #Stocks #Vietnam #Economics #startup #webdev #mobileapps #technology #automation""",Non-Verified,https://twitter.com/5stocksinto,1284,1921,"03-Aug-2016 03:12:05"
"""1372355213064073216""",https://twitter.com/misspacthesis/status/1372355213064073216,"18-Mar-2021 01:12:34","""RT @pizzamannick: We found the gold 😮 

#Pizza #PizzaMan #PizzaManNick #PizzaAcrobatics #fyp #comedy #greenscreen #saintpatricksday #greend…""",ReTweet,"""Twitter Web App""",3,0,"your local graveyard 👻",English,"""721858618132271104""",pacthesis,misspacthesis,"""made some dating sims, 9-to-5 web dev, pizza acrobatics coach @pizzamannick, i draw and make comics on @webtooncanvas""",Non-Verified,https://twitter.com/misspacthesis,1379,126,"18-Apr-2016 00:31:20"
"""1372354891939713030""",https://twitter.com/RothmanSandy/status/1372354891939713030,"18-Mar-2021 01:11:18","""Too much #pizza is NOT a thing! @rarepizzas #cryptoart #artbasil🍃 #artwork 🍕🏴‍☠️🌈 https://t.co/ZYBFg01qci""",Tweet,"""Twitter for iPhone""",0,0,,English,"""837656060""","sandy rothman",RothmanSandy,"""Um yeah, I did think about that. Thanks though. 🍕""",Non-Verified,https://twitter.com/RothmanSandy,307,646,"21-Sep-2012 12:12:02"
"""1372354890589175809""",https://twitter.com/BizPizza/status/1372354890589175809,"18-Mar-2021 01:11:17","""#pizza shops - take back control of your #customer orders. AND reviews. Let us show you how! #customerengagement #Customerlove https://t.co/8nrUmz5mUO""",Tweet,"""Twitter Web App""",0,3,"United States",English,"""1350635258962710533""","Your Pizza Biz",BizPizza,"""""Unless you're a pizza the answer is yes, I can live without you.""
~ Bill Murray""",Non-Verified,https://twitter.com/BizPizza,27,285,"17-Jan-2021 02:45:33"
"""1372354818803691521""",https://twitter.com/doughausladen/status/1372354818803691521,"18-Mar-2021 01:11:00","""RT @mjpisci: Very nice event today on Wooster Street in #NewHaven, celebrating our community &amp; the very best #pizza. Thanks to all the rest…""",ReTweet,"""Twitter for iPhone""",1,0,"New Haven, CT",English,"""248719612""","Doug Hausladen",doughausladen,"""Proud to work for @MayorElicker as @NewHavenDOT @ParkNewHaven | Member @GNHTD_CT @CTRailCouncil @NHCAT1 | Coach @YaleWaterPolo | #blm #NHV #gscia | he/him/his""",Non-Verified,https://twitter.com/doughausladen,3785,5001,"07-Feb-2011 15:48:36"
"""1372354395602624513""",https://twitter.com/MilkNutrition/status/1372354395602624513,"18-Mar-2021 01:09:19","""RT @pizzagoyf: Playing some Brawl for our tournament Sunday! Come hang out! #pizzaparty #magicthegathering #magicarena #mtgarena #pizza #mt…""",ReTweet,"""chheseandairy""",1,0,,English,"""945609835177021440""",#Cheese,MilkNutrition,"""do you like #cheese? then check out @daiyafoods! live #dairyfree""",Non-Verified,https://twitter.com/MilkNutrition,2472,198,"26-Dec-2017 10:58:48"
"""1372354322701414400""",https://twitter.com/MilkNutrition/status/1372354322701414400,"18-Mar-2021 01:09:02","""RT @pizzagoyf: Thanks so much to @TheNerdySteve @theswangordon @SaltyMike_BMTG sugafaery @HowlingMines for the raids! Go send them some che…""",ReTweet,"""chheseandairy""",1,0,,English,"""945609835177021440""",#Cheese,MilkNutrition,"""do you like #cheese? then check out @daiyafoods! live #dairyfree""",Non-Verified,https://twitter.com/MilkNutrition,2472,198,"26-Dec-2017 10:58:48"
"""1372353914851315712""",https://twitter.com/God0fDebauchery/status/1372353914851315712,"18-Mar-2021 01:07:25","""Got my priorities... my pizza and my weed! https://t.co/YXBwsjh3OM #sticker #pizza #420life #stoners #munchies #highlife""",Tweet,"""Twitter Web App""",0,1,,English,"""849533367557267456""",C-Town-Tees,God0fDebauchery,"""Party Child and Spontaneous Dancer.
Insta - @C.Town.Tees #CTownTees""",Non-Verified,https://twitter.com/God0fDebauchery,31,825,"05-Apr-2017 08:05:13"
"""1372353644880826372""",https://twitter.com/mjpisci/status/1372353644880826372,"18-Mar-2021 01:06:20","""Very nice event today on Wooster Street in #NewHaven, celebrating our community &amp; the very best #pizza. Thanks to all the restaurants set up for outdoor dining even in the cold weather — 24 permits moving ahead with many more to follow: https://t.co/tpndlsIuC1""",Tweet,"""Twitter for iPhone""",1,4,"New Haven, CT",English,"""489468082""","Michael Piscitelli",mjpisci,"""Economic Development Administrator, City of New Haven & Past President, Connecticut Chapter American Planning Association ... Go #Bonnies 🏀""",Non-Verified,https://twitter.com/mjpisci,866,701,"11-Feb-2012 15:20:26"
"""1372352732108046336""",https://twitter.com/gopcy/status/1372352732108046336,"18-Mar-2021 01:02:43","""RT @rameshmgsn: And I'm still crazy in love with you. 😍❤️
#Pizza | #DhibuNinanThomas
https://t.co/uhqn6fkepf""",ReTweet,"""Gama1""",1,0,"Surat, Gujarat",English,"""1266616723836407808""","Gopcy Food Products",gopcy,"""GOPCY has been a traditional Indian food brand for over 10 years with a long history of happy customers. Started in 2009, GOPCY has always prioritized quality.""",Non-Verified,https://twitter.com/gopcy,1128,1927,"30-May-2020 06:26:08"
"""1372352555422990338""",https://twitter.com/PizzaWorldGC/status/1372352555422990338,"18-Mar-2021 01:02:00","""Do you like boneless wings? Come to Pizza World on Thursday when we add all you can eat boneless wings to our buffet! We serve them sauce-free and you get to choose from one of our amazing sauces.
618-451-1111
https://t.co/Wl0u0CQx3B
#pizza #salad #bonelesswings 🍕🍝😋🥗 https://t.co/f5pB3KoFKY""",Tweet,"""Twitter for iPhone""",0,0,"Granite City, Illinois",English,"""2273376684""","Pizza World",PizzaWorldGC,"""Delivering the world's finest flavors!""",Non-Verified,https://twitter.com/PizzaWorldGC,65,112,"02-Jan-2014 18:18:17"
"""1372352138639183873""",https://twitter.com/pizzagoyf/status/1372352138639183873,"18-Mar-2021 01:00:21","""Playing some Brawl for our tournament Sunday! Come hang out! #pizzaparty #magicthegathering #magicarena #mtgarena #pizza #mtg #cheese #twitchaffiliate #twitchstreamer https://t.co/ugevaW2dn0""",Tweet,"""StreamElements""",1,1,"Wichita, KS",English,"""1329585484738203649""","Efrain Ramirez",pizzagoyf,"""Pizza man, Magic the Gathering streamer, super chill. https://t.co/V05ypoI6Ce https://t.co/LGgBZ9weOy""",Non-Verified,https://twitter.com/pizzagoyf,96,212,"20-Nov-2020 00:41:08"
"""1372351627185815559""",https://twitter.com/ProsanaFoods/status/1372351627185815559,"18-Mar-2021 00:58:19","""D'ora in poi qualche volta (sempre 😉) mangeremo #pizza a #ProsanaFoods 😍🍕🍕🍕. https://t.co/c0MsEISnD0""",Tweet,"""Twitter Web App""",0,0,"San Pedro de Montes de Oca",Italian,"""2912947353""","Prosana Foods",ProsanaFoods,"""Además de desayunos y almuerzos, PROSANA FOODS ofrece productos de panadería y de pastelería artesanal gourmet y sana. Estación Gourmet/Coworking Space!""",Non-Verified,https://twitter.com/ProsanaFoods,88,231,"09-Dec-2014 16:56:04"
"""1372350690975219716""",https://twitter.com/MacysFood/status/1372350690975219716,"18-Mar-2021 00:54:36","""Yummy cheese slice #pizza https://t.co/x3a5cmKDWy""",Tweet,"""Twitter for iPhone""",0,0,"511 Cannon St. E.",English,"""2680137542""","Macy's Food",MacysFood,"""Convenience Store specializing in Pizza, Submarines, Chicken Wings & Homemade Prepared Dishes. Ask us about our authentic Indian Chicken dishes and samosas.""",Non-Verified,https://twitter.com/MacysFood,139,710,"25-Jul-2014 17:56:36"
"""1372350329258393600""",https://twitter.com/pizzamannick/status/1372350329258393600,"18-Mar-2021 00:53:10","""We found the gold 😮 

#Pizza #PizzaMan #PizzaManNick #PizzaAcrobatics #fyp #comedy #greenscreen #saintpatricksday #greenday https://t.co/Ji0l1ocdRG""",Tweet,"""Twitter Web App""",3,4,"Minneapolis, Mn",English,"""932752554""","🍕Pizza Man Nick Diesslin🍕",pizzamannick,"""Pizza acrobat 🍕, typographer, gardener, bicyclist, juggler, developer, all around whittler of the web. Creator of the QuesaPizza. #PizzaMan

https://t.co/clkZuANOVF""",Non-Verified,https://twitter.com/pizzamannick,537,1045,"07-Nov-2012 19:22:08"
